Lottery,Category,Combination,Count,Percentage
Mega Millions,Main Numbers Only,13 27 36 39 51,1,0.03450655624568668
Mega Millions,Main Numbers Only,6 21 22 29 32,1,0.03450655624568668
Mega Millions,Main Numbers Only,5 6 9 27 50,1,0.03450655624568668
Mega Millions,Main Numbers Only,3 14 40 53 54,1,0.03450655624568668
Mega Millions,Main Numbers Only,18 41 50 68 70,1,0.03450655624568668
Mega Millions,Main Numbers Only,1 6 10 46 58,1,0.03450655624568668
Mega Millions,Main Numbers Only,5 7 14 28 56,1,0.03450655624568668
Mega Millions,Main Numbers Only,14 24 32 45 49,1,0.03450655624568668
Mega Millions,Main Numbers Only,7 17 22 34 50,1,0.03450655624568668
Mega Millions,Main Numbers Only,10 11 17 20 26,1,0.03450655624568668
Mega Millions,Main Numbers Only,12 20 37 41 64,1,0.03450655624568668
Mega Millions,Main Numbers Only,34 52 58 59 62,1,0.03450655624568668
Mega Millions,Main Numbers Only,25 26 28 37 56,1,0.03450655624568668
Mega Millions,Main Numbers Only,1 39 52 69 72,1,0.03450655624568668
Mega Millions,Main Numbers Only,9 18 21 37 55,1,0.03450655624568668
Mega Millions,Main Numbers Only,12 14 20 47 48,1,0.03450655624568668
Mega Millions,Main Numbers Only,8 10 11 29 40,1,0.03450655624568668
Mega Millions,Main Numbers Only,1 13 29 35 50,1,0.03450655624568668
Mega Millions,Main Numbers Only,14 21 31 34 54,1,0.03450655624568668
Mega Millions,Main Numbers Only,11 14 51 64 68,1,0.03450655624568668
Mega Millions,Main Numbers Only,9 15 21 40 54,1,0.03450655624568668
Mega Millions,Main Numbers Only,5 14 17 19 24,1,0.03450655624568668
Mega Millions,Main Numbers Only,10 14 22 42 43,1,0.03450655624568668
Mega Millions,Main Numbers Only,5 18 34 36 39,1,0.03450655624568668
Mega Millions,Main Numbers Only,12 13 17 20 22,1,0.03450655624568668
Mega Millions,Main Numbers Only,12 35 36 38 39,1,0.03450655624568668
Mega Millions,Main Numbers Only,46 54 56 67 70,1,0.03450655624568668
Mega Millions,Main Numbers Only,3 5 6 63 68,1,0.03450655624568668
Mega Millions,Main Numbers Only,14 41 44 56 62,1,0.03450655624568668
Mega Millions,Main Numbers Only,11 50 51 70 75,1,0.03450655624568668
Mega Millions,Main Numbers Only,4 5 16 18 53,1,0.03450655624568668
Mega Millions,Main Numbers Only,9 12 21 42 43,1,0.03450655624568668
Mega Millions,Main Numbers Only,9 28 39 40 45,1,0.03450655624568668
Mega Millions,Main Numbers Only,2 4 32 44 52,1,0.03450655624568668
Mega Millions,Main Numbers Only,3 10 22 65 66,1,0.03450655624568668
Mega Millions,Main Numbers Only,6 13 17 33 60,1,0.03450655624568668
Mega Millions,Main Numbers Only,12 14 21 38 70,1,0.03450655624568668
Mega Millions,Main Numbers Only,4 8 11 22 30,1,0.03450655624568668
Mega Millions,Main Numbers Only,17 21 28 48 54,1,0.03450655624568668
Mega Millions,Main Numbers Only,12 20 31 33 50,1,0.03450655624568668
Mega Millions,Main Numbers Only,9 34 42 46 50,1,0.03450655624568668
Mega Millions,Main Numbers Only,2 3 5 40 49,1,0.03450655624568668
Mega Millions,Main Numbers Only,8 10 20 44 46,1,0.03450655624568668
Mega Millions,Main Numbers Only,16 17 21 36 48,1,0.03450655624568668
Mega Millions,Main Numbers Only,3 14 15 25 48,1,0.03450655624568668
Mega Millions,Main Numbers Only,10 14 35 43 52,1,0.03450655624568668
Mega Millions,Main Numbers Only,3 29 34 42 49,1,0.03450655624568668
Mega Millions,Main Numbers Only,2 7 11 22 36,1,0.03450655624568668
Mega Millions,Main Numbers Only,8 10 13 31 43,1,0.03450655624568668
Mega Millions,Main Numbers Only,18 25 32 46 47,1,0.03450655624568668
Mega Millions,Main Numbers Only,2 5 8 28 69,1,0.03450655624568668
Mega Millions,Main Numbers Only,6 9 17 18 48,1,0.03450655624568668
Mega Millions,Main Numbers Only,10 50 55 56 58,1,0.03450655624568668
Mega Millions,Main Numbers Only,2 15 17 48 55,1,0.03450655624568668
Mega Millions,Main Numbers Only,15 20 23 26 30,1,0.03450655624568668
Mega Millions,Main Numbers Only,4 20 27 38 49,1,0.03450655624568668
Mega Millions,Main Numbers Only,4 28 39 41 44,1,0.03450655624568668
Mega Millions,Main Numbers Only,1 15 26 37 41,1,0.03450655624568668
Mega Millions,Main Numbers Only,33 40 59 60 69,1,0.03450655624568668
Mega Millions,Main Numbers Only,19 24 26 40 68,1,0.03450655624568668
Mega Millions,Main Numbers Only,10 40 63 64 69,1,0.03450655624568668
Mega Millions,Main Numbers Only,10 17 19 45 48,1,0.03450655624568668
Mega Millions,Main Numbers Only,2 14 26 32 41,1,0.03450655624568668
Mega Millions,Main Numbers Only,3 6 27 40 44,1,0.03450655624568668
Mega Millions,Main Numbers Only,2 16 36 44 49,1,0.03450655624568668
Mega Millions,Main Numbers Only,5 11 41 44 55,1,0.03450655624568668
Mega Millions,Main Numbers Only,8 19 25 36 66,1,0.03450655624568668
Mega Millions,Main Numbers Only,1 4 5 24 30,1,0.03450655624568668
Mega Millions,Main Numbers Only,10 12 21 29 65,1,0.03450655624568668
Mega Millions,Main Numbers Only,2 4 9 15 42,1,0.03450655624568668
Mega Millions,Main Numbers Only,5 12 31 51 56,1,0.03450655624568668
Mega Millions,Main Numbers Only,16 24 37 38 40,1,0.03450655624568668
Mega Millions,Main Numbers Only,12 21 31 47 50,1,0.03450655624568668
Mega Millions,Main Numbers Only,3 5 56 61 66,1,0.03450655624568668
Mega Millions,Main Numbers Only,9 26 53 64 66,1,0.03450655624568668
Mega Millions,Main Numbers Only,3 11 22 34 49,1,0.03450655624568668
Mega Millions,Main Numbers Only,11 13 19 37 40,1,0.03450655624568668
Mega Millions,Main Numbers Only,13 23 24 30 44,1,0.03450655624568668
Mega Millions,Main Numbers Only,2 36 44 46 51,1,0.03450655624568668
Mega Millions,Main Numbers Only,7 19 30 38 41,1,0.03450655624568668
Mega Millions,Main Numbers Only,5 11 14 27 41,1,0.03450655624568668
Mega Millions,Main Numbers Only,8 17 40 60 70,1,0.03450655624568668
Mega Millions,Main Numbers Only,7 21 24 41 65,1,0.03450655624568668
Mega Millions,Main Numbers Only,5 17 28 32 63,1,0.03450655624568668
Mega Millions,Main Numbers Only,17 24 27 48 75,1,0.03450655624568668
Mega Millions,Main Numbers Only,11 15 35 43 49,1,0.03450655624568668
Mega Millions,Main Numbers Only,1 2 17 25 48,1,0.03450655624568668
Mega Millions,Main Numbers Only,7 9 10 29 44,1,0.03450655624568668
Mega Millions,Main Numbers Only,15 18 25 33 47,1,0.03450655624568668
Mega Millions,Main Numbers Only,15 34 36 69 70,1,0.03450655624568668
Mega Millions,Main Numbers Only,4 35 39 56 72,1,0.03450655624568668
Mega Millions,Main Numbers Only,13 14 16 50 56,1,0.03450655624568668
Mega Millions,Main Numbers Only,6 11 39 46 47,1,0.03450655624568668
Mega Millions,Main Numbers Only,7 24 40 48 50,1,0.03450655624568668
Mega Millions,Main Numbers Only,5 10 16 26 39,1,0.03450655624568668
Mega Millions,Main Numbers Only,9 11 34 48 50,1,0.03450655624568668
Mega Millions,Main Numbers Only,2 4 13 17 29,1,0.03450655624568668
Mega Millions,Main Numbers Only,11 17 32 33 46,1,0.03450655624568668
Mega Millions,Main Numbers Only,21 34 44 49 61,1,0.03450655624568668
Mega Millions,Main Numbers Only,11 17 21 36 74,1,0.03450655624568668
Mega Millions,Main Numbers Only,10 11 12 14 24,1,0.03450655624568668
Mega Millions,Main Numbers Only,7 12 24 36 48,1,0.03450655624568668
Mega Millions,Main Numbers Only,6 13 42 46 56,1,0.03450655624568668
Mega Millions,Main Numbers Only,7 14 19 24 43,1,0.03450655624568668
Mega Millions,Main Numbers Only,3 37 41 42 48,1,0.03450655624568668
Mega Millions,Main Numbers Only,13 19 43 62 64,1,0.03450655624568668
Mega Millions,Main Numbers Only,3 18 41 44 68,1,0.03450655624568668
Mega Millions,Main Numbers Only,11 59 66 67 68,1,0.03450655624568668
Mega Millions,Main Numbers Only,6 10 12 28 32,1,0.03450655624568668
Mega Millions,Main Numbers Only,20 21 40 47 56,1,0.03450655624568668
Mega Millions,Main Numbers Only,10 19 32 36 46,1,0.03450655624568668
Mega Millions,Main Numbers Only,23 30 36 44 47,1,0.03450655624568668
Mega Millions,Main Numbers Only,1 6 25 37 42,1,0.03450655624568668
Mega Millions,Main Numbers Only,11 41 43 44 65,1,0.03450655624568668
Mega Millions,Main Numbers Only,20 21 38 54 66,1,0.03450655624568668
Mega Millions,Main Numbers Only,37 46 48 70 74,1,0.03450655624568668
Mega Millions,Main Numbers Only,3 33 39 47 53,1,0.03450655624568668
Mega Millions,Main Numbers Only,20 24 27 31 47,1,0.03450655624568668
Mega Millions,Main Numbers Only,21 23 27 33 39,1,0.03450655624568668
Mega Millions,Main Numbers Only,17 20 47 49 50,1,0.03450655624568668
Mega Millions,Main Numbers Only,1 2 23 40 45,1,0.03450655624568668
Mega Millions,Main Numbers Only,7 16 27 44 52,1,0.03450655624568668
Mega Millions,Main Numbers Only,28 34 41 42 47,1,0.03450655624568668
Mega Millions,Main Numbers Only,14 30 33 36 44,1,0.03450655624568668
Mega Millions,Main Numbers Only,4 8 10 14 51,1,0.03450655624568668
Mega Millions,Main Numbers Only,6 36 39 45 52,1,0.03450655624568668
Mega Millions,Main Numbers Only,12 27 28 40 48,1,0.03450655624568668
Mega Millions,Main Numbers Only,14 20 28 37 39,1,0.03450655624568668
Mega Millions,Main Numbers Only,7 8 20 36 39,1,0.03450655624568668
Mega Millions,Main Numbers Only,14 38 40 53 70,1,0.03450655624568668
Mega Millions,Main Numbers Only,3 15 29 35 54,1,0.03450655624568668
Mega Millions,Main Numbers Only,26 33 43 46 54,1,0.03450655624568668
Mega Millions,Main Numbers Only,28 30 33 48 54,1,0.03450655624568668
Mega Millions,Main Numbers Only,9 25 30 34 37,1,0.03450655624568668
Mega Millions,Main Numbers Only,11 12 19 21 26,1,0.03450655624568668
Mega Millions,Main Numbers Only,11 22 29 35 41,1,0.03450655624568668
Mega Millions,Main Numbers Only,13 22 26 32 65,1,0.03450655624568668
Mega Millions,Main Numbers Only,15 19 20 61 70,1,0.03450655624568668
Mega Millions,Main Numbers Only,3 16 21 61 62,1,0.03450655624568668
Mega Millions,Main Numbers Only,12 22 46 56 74,1,0.03450655624568668
Mega Millions,Main Numbers Only,1 19 20 39 49,1,0.03450655624568668
Mega Millions,Main Numbers Only,11 16 34 40 51,1,0.03450655624568668
Mega Millions,Main Numbers Only,11 25 38 40 42,1,0.03450655624568668
Mega Millions,Main Numbers Only,1 7 35 38 49,1,0.03450655624568668
Mega Millions,Main Numbers Only,4 37 46 48 51,1,0.03450655624568668
Mega Millions,Main Numbers Only,6 29 45 69 73,1,0.03450655624568668
Mega Millions,Main Numbers Only,10 28 39 51 59,1,0.03450655624568668
Mega Millions,Main Numbers Only,16 31 43 46 56,1,0.03450655624568668
Mega Millions,Main Numbers Only,7 15 24 43 44,1,0.03450655624568668
Mega Millions,Main Numbers Only,1 10 20 22 28,1,0.03450655624568668
Mega Millions,Main Numbers Only,1 2 12 33 37,1,0.03450655624568668
Mega Millions,Main Numbers Only,12 13 16 29 36,1,0.03450655624568668
Mega Millions,Main Numbers Only,5 20 22 61 70,1,0.03450655624568668
Mega Millions,Main Numbers Only,8 15 39 64 67,1,0.03450655624568668
Mega Millions,Main Numbers Only,9 21 25 66 72,1,0.03450655624568668
Mega Millions,Main Numbers Only,2 6 8 18 51,1,0.03450655624568668
Mega Millions,Main Numbers Only,12 27 29 32 34,1,0.03450655624568668
Mega Millions,Main Numbers Only,16 24 41 43 54,1,0.03450655624568668
Mega Millions,Main Numbers Only,19 21 29 31 50,1,0.03450655624568668
Mega Millions,Main Numbers Only,25 33 35 40 45,1,0.03450655624568668
Mega Millions,Main Numbers Only,26 28 36 63 66,1,0.03450655624568668
Mega Millions,Main Numbers Only,5 10 19 21 50,1,0.03450655624568668
Mega Millions,Main Numbers Only,3 6 34 54 63,1,0.03450655624568668
Mega Millions,Main Numbers Only,1 6 13 20 51,1,0.03450655624568668
Mega Millions,Main Numbers Only,2 7 20 34 50,1,0.03450655624568668
Mega Millions,Main Numbers Only,14 17 19 44 50,1,0.03450655624568668
Mega Millions,Main Numbers Only,2 22 26 39 40,1,0.03450655624568668
Mega Millions,Main Numbers Only,12 21 30 35 49,1,0.03450655624568668
Mega Millions,Main Numbers Only,16 21 33 52 70,1,0.03450655624568668
Mega Millions,Main Numbers Only,14 26 27 32 36,1,0.03450655624568668
Mega Millions,Main Numbers Only,18 20 27 48 51,1,0.03450655624568668
Mega Millions,Main Numbers Only,6 18 26 37 41,1,0.03450655624568668
Mega Millions,Main Numbers Only,4 21 46 53 54,1,0.03450655624568668
Mega Millions,Main Numbers Only,7 12 25 50 51,1,0.03450655624568668
Mega Millions,Main Numbers Only,5 14 32 44 52,1,0.03450655624568668
Mega Millions,Main Numbers Only,16 18 28 42 43,1,0.03450655624568668
Mega Millions,Main Numbers Only,7 13 17 21 45,1,0.03450655624568668
Mega Millions,Main Numbers Only,4 23 33 47 53,1,0.03450655624568668
Mega Millions,Main Numbers Only,11 21 42 62 71,1,0.03450655624568668
Mega Millions,Main Numbers Only,5 23 38 39 54,1,0.03450655624568668
Mega Millions,Main Numbers Only,8 20 39 53 55,1,0.03450655624568668
Mega Millions,Main Numbers Only,6 8 16 30 32,1,0.03450655624568668
Mega Millions,Main Numbers Only,8 20 22 35 50,1,0.03450655624568668
Mega Millions,Main Numbers Only,4 27 32 57 63,1,0.03450655624568668
Mega Millions,Main Numbers Only,4 5 10 12 18,1,0.03450655624568668
Mega Millions,Main Numbers Only,4 11 21 42 53,1,0.03450655624568668
Mega Millions,Main Numbers Only,9 21 31 36 43,1,0.03450655624568668
Mega Millions,Main Numbers Only,4 9 20 45 55,1,0.03450655624568668
Mega Millions,Main Numbers Only,3 15 29 37 39,1,0.03450655624568668
Mega Millions,Main Numbers Only,11 24 27 35 47,1,0.03450655624568668
Mega Millions,Main Numbers Only,5 20 32 42 46,1,0.03450655624568668
Mega Millions,Main Numbers Only,6 13 15 53 56,1,0.03450655624568668
Mega Millions,Main Numbers Only,15 19 27 35 57,1,0.03450655624568668
Mega Millions,Main Numbers Only,8 16 22 66 68,1,0.03450655624568668
Mega Millions,Main Numbers Only,28 29 33 36 45,1,0.03450655624568668
Mega Millions,Main Numbers Only,2 20 34 42 54,1,0.03450655624568668
Mega Millions,Main Numbers Only,1 16 29 36 50,1,0.03450655624568668
Mega Millions,Main Numbers Only,7 17 42 46 52,1,0.03450655624568668
Mega Millions,Main Numbers Only,2 21 27 35 49,1,0.03450655624568668
Mega Millions,Main Numbers Only,3 15 16 32 41,1,0.03450655624568668
Mega Millions,Main Numbers Only,5 14 42 43 58,1,0.03450655624568668
Mega Millions,Main Numbers Only,1 18 26 35 40,1,0.03450655624568668
Mega Millions,Main Numbers Only,8 28 37 53 55,1,0.03450655624568668
Mega Millions,Main Numbers Only,7 11 22 27 31,1,0.03450655624568668
Mega Millions,Main Numbers Only,2 5 19 32 34,1,0.03450655624568668
Mega Millions,Main Numbers Only,3 33 36 42 43,1,0.03450655624568668
Mega Millions,Main Numbers Only,4 13 20 24 36,1,0.03450655624568668
Mega Millions,Main Numbers Only,28 30 31 35 66,1,0.03450655624568668
Mega Millions,Main Numbers Only,2 7 20 55 70,1,0.03450655624568668
Mega Millions,Main Numbers Only,17 18 61 66 74,1,0.03450655624568668
Mega Millions,Main Numbers Only,24 27 31 45 52,1,0.03450655624568668
Mega Millions,Main Numbers Only,9 16 24 40 43,1,0.03450655624568668
Mega Millions,Main Numbers Only,11 16 31 52 53,1,0.03450655624568668
Mega Millions,Main Numbers Only,4 13 15 16 25,1,0.03450655624568668
Mega Millions,Main Numbers Only,2 17 29 35 46,1,0.03450655624568668
Mega Millions,Main Numbers Only,10 18 27 37 61,1,0.03450655624568668
Mega Millions,Main Numbers Only,8 19 26 48 49,1,0.03450655624568668
Mega Millions,Main Numbers Only,24 37 41 61 70,1,0.03450655624568668
Mega Millions,Main Numbers Only,21 30 34 39 49,1,0.03450655624568668
Mega Millions,Main Numbers Only,14 20 41 47 53,1,0.03450655624568668
Mega Millions,Main Numbers Only,15 21 32 39 50,1,0.03450655624568668
Mega Millions,Main Numbers Only,4 5 9 26 42,1,0.03450655624568668
Mega Millions,Main Numbers Only,1 23 25 29 39,1,0.03450655624568668
Mega Millions,Main Numbers Only,9 11 34 49 66,1,0.03450655624568668
Mega Millions,Main Numbers Only,5 6 37 55 74,1,0.03450655624568668
Mega Millions,Main Numbers Only,7 43 59 61 66,1,0.03450655624568668
Mega Millions,Main Numbers Only,9 10 11 33 51,1,0.03450655624568668
Mega Millions,Main Numbers Only,19 24 35 44 51,1,0.03450655624568668
Mega Millions,Main Numbers Only,2 5 7 28 46,1,0.03450655624568668
Mega Millions,Main Numbers Only,6 8 9 33 35,1,0.03450655624568668
Mega Millions,Main Numbers Only,18 38 53 62 64,1,0.03450655624568668
Mega Millions,Main Numbers Only,13 19 53 54 63,1,0.03450655624568668
Mega Millions,Main Numbers Only,6 13 18 20 31,1,0.03450655624568668
Mega Millions,Main Numbers Only,22 27 55 58 63,1,0.03450655624568668
Mega Millions,Main Numbers Only,15 20 24 36 44,1,0.03450655624568668
Mega Millions,Main Numbers Only,16 29 32 36 55,1,0.03450655624568668
Mega Millions,Main Numbers Only,5 28 29 32 49,1,0.03450655624568668
Mega Millions,Main Numbers Only,10 13 14 29 45,1,0.03450655624568668
Mega Millions,Main Numbers Only,15 22 30 41 42,1,0.03450655624568668
Mega Millions,Main Numbers Only,2 29 38 63 66,1,0.03450655624568668
Mega Millions,Main Numbers Only,2 5 45 46 47,1,0.03450655624568668
Mega Millions,Main Numbers Only,23 37 41 50 55,1,0.03450655624568668
Mega Millions,Main Numbers Only,5 7 26 38 56,1,0.03450655624568668
Mega Millions,Main Numbers Only,1 10 17 23 35,1,0.03450655624568668
Mega Millions,Main Numbers Only,3 6 30 38 44,1,0.03450655624568668
Mega Millions,Main Numbers Only,1 8 10 38 42,1,0.03450655624568668
Mega Millions,Main Numbers Only,15 23 53 57 61,1,0.03450655624568668
Mega Millions,Main Numbers Only,5 7 19 46 69,1,0.03450655624568668
Mega Millions,Main Numbers Only,9 17 23 30 46,1,0.03450655624568668
Mega Millions,Main Numbers Only,14 16 17 28 48,1,0.03450655624568668
Mega Millions,Main Numbers Only,17 42 49 54 55,1,0.03450655624568668
Mega Millions,Main Numbers Only,19 29 32 38 55,1,0.03450655624568668
Mega Millions,Main Numbers Only,18 22 33 34 42,1,0.03450655624568668
Mega Millions,Main Numbers Only,11 12 21 39 44,1,0.03450655624568668
Mega Millions,Main Numbers Only,8 29 46 47 48,1,0.03450655624568668
Mega Millions,Main Numbers Only,3 13 33 40 50,1,0.03450655624568668
Mega Millions,Main Numbers Only,3 11 18 20 66,1,0.03450655624568668
Mega Millions,Main Numbers Only,19 32 37 45 52,1,0.03450655624568668
Mega Millions,Main Numbers Only,1 20 32 37 39,1,0.03450655624568668
Mega Millions,Main Numbers Only,1 12 32 48 51,1,0.03450655624568668
Mega Millions,Main Numbers Only,1 12 17 22 41,1,0.03450655624568668
Mega Millions,Main Numbers Only,12 31 32 34 37,1,0.03450655624568668
Mega Millions,Main Numbers Only,1 27 32 60 67,1,0.03450655624568668
Mega Millions,Main Numbers Only,3 19 31 32 48,1,0.03450655624568668
Mega Millions,Main Numbers Only,24 25 29 47 67,1,0.03450655624568668
Mega Millions,Main Numbers Only,3 9 15 37 38,1,0.03450655624568668
Mega Millions,Main Numbers Only,9 20 21 48 49,1,0.03450655624568668
Mega Millions,Main Numbers Only,8 10 35 36 43,1,0.03450655624568668
Mega Millions,Main Numbers Only,1 4 27 29 31,1,0.03450655624568668
Mega Millions,Main Numbers Only,15 17 20 25 29,1,0.03450655624568668
Mega Millions,Main Numbers Only,11 17 33 39 43,1,0.03450655624568668
Mega Millions,Main Numbers Only,4 28 29 30 60,1,0.03450655624568668
Mega Millions,Main Numbers Only,7 24 30 48 67,1,0.03450655624568668
Mega Millions,Main Numbers Only,9 21 22 32 50,1,0.03450655624568668
Mega Millions,Main Numbers Only,19 26 28 37 52,1,0.03450655624568668
Mega Millions,Main Numbers Only,8 22 25 47 48,1,0.03450655624568668
Mega Millions,Main Numbers Only,3 27 31 45 47,1,0.03450655624568668
Mega Millions,Main Numbers Only,3 12 27 38 39,1,0.03450655624568668
Mega Millions,Main Numbers Only,7 28 29 58 59,1,0.03450655624568668
Mega Millions,Main Numbers Only,2 19 21 42 60,1,0.03450655624568668
Mega Millions,Main Numbers Only,2 18 19 49 50,1,0.03450655624568668
Mega Millions,Main Numbers Only,3 18 46 51 53,1,0.03450655624568668
Mega Millions,Main Numbers Only,3 22 31 48 54,1,0.03450655624568668
Mega Millions,Main Numbers Only,23 25 43 46 49,1,0.03450655624568668
Mega Millions,Main Numbers Only,3 9 15 28 52,1,0.03450655624568668
Mega Millions,Main Numbers Only,3 21 29 46 63,1,0.03450655624568668
Mega Millions,Main Numbers Only,13 15 24 67 70,1,0.03450655624568668
Mega Millions,Main Numbers Only,1 12 13 32 34,1,0.03450655624568668
Mega Millions,Main Numbers Only,31 33 35 41 69,1,0.03450655624568668
Mega Millions,Main Numbers Only,5 24 37 47 52,1,0.03450655624568668
Mega Millions,Main Numbers Only,2 4 7 27 41,1,0.03450655624568668
Mega Millions,Main Numbers Only,14 15 34 42 44,1,0.03450655624568668
Mega Millions,Main Numbers Only,8 18 19 36 44,1,0.03450655624568668
Mega Millions,Main Numbers Only,6 23 43 49 52,1,0.03450655624568668
Mega Millions,Main Numbers Only,1 15 18 32 45,1,0.03450655624568668
Mega Millions,Main Numbers Only,14 23 26 33 35,1,0.03450655624568668
Mega Millions,Main Numbers Only,5 8 10 34 42,1,0.03450655624568668
Mega Millions,Main Numbers Only,1 9 10 23 53,1,0.03450655624568668
Mega Millions,Main Numbers Only,12 22 37 46 48,1,0.03450655624568668
Mega Millions,Main Numbers Only,2 5 11 32 36,1,0.03450655624568668
Mega Millions,Main Numbers Only,11 12 17 18 41,1,0.03450655624568668
Mega Millions,Main Numbers Only,19 30 34 46 58,1,0.03450655624568668
Mega Millions,Main Numbers Only,2 9 33 47 53,1,0.03450655624568668
Mega Millions,Main Numbers Only,18 25 43 44 57,1,0.03450655624568668
Mega Millions,Main Numbers Only,9 28 40 57 65,1,0.03450655624568668
Mega Millions,Main Numbers Only,6 8 12 22 43,1,0.03450655624568668
Mega Millions,Main Numbers Only,20 24 32 45 51,1,0.03450655624568668
Mega Millions,Main Numbers Only,5 6 14 42 47,1,0.03450655624568668
Mega Millions,Main Numbers Only,3 4 26 40 46,1,0.03450655624568668
Mega Millions,Main Numbers Only,7 9 15 19 25,1,0.03450655624568668
Mega Millions,Main Numbers Only,8 29 30 43 64,1,0.03450655624568668
Mega Millions,Main Numbers Only,18 25 38 45 63,1,0.03450655624568668
Mega Millions,Main Numbers Only,24 28 36 50 53,1,0.03450655624568668
Mega Millions,Main Numbers Only,13 14 25 34 50,1,0.03450655624568668
Mega Millions,Main Numbers Only,5 15 24 50 52,1,0.03450655624568668
Mega Millions,Main Numbers Only,26 42 48 49 50,1,0.03450655624568668
Mega Millions,Main Numbers Only,1 11 22 45 47,1,0.03450655624568668
Mega Millions,Main Numbers Only,13 35 39 46 55,1,0.03450655624568668
Mega Millions,Main Numbers Only,12 34 44 47 65,1,0.03450655624568668
Mega Millions,Main Numbers Only,15 18 29 41 50,1,0.03450655624568668
Mega Millions,Main Numbers Only,1 16 24 32 48,1,0.03450655624568668
Mega Millions,Main Numbers Only,5 13 26 35 45,1,0.03450655624568668
Mega Millions,Main Numbers Only,1 4 11 31 47,1,0.03450655624568668
Mega Millions,Main Numbers Only,4 12 14 24 44,1,0.03450655624568668
Mega Millions,Main Numbers Only,6 18 20 32 50,1,0.03450655624568668
Mega Millions,Main Numbers Only,21 26 36 44 59,1,0.03450655624568668
Mega Millions,Main Numbers Only,17 27 28 50 55,1,0.03450655624568668
Mega Millions,Main Numbers Only,11 29 34 48 54,1,0.03450655624568668
Mega Millions,Main Numbers Only,2 5 15 18 39,1,0.03450655624568668
Mega Millions,Main Numbers Only,10 16 31 48 50,1,0.03450655624568668
Mega Millions,Main Numbers Only,6 24 29 42 51,1,0.03450655624568668
Mega Millions,Main Numbers Only,7 10 25 26 27,1,0.03450655624568668
Mega Millions,Main Numbers Only,1 7 10 16 36,1,0.03450655624568668
Mega Millions,Main Numbers Only,4 17 20 46 64,1,0.03450655624568668
Mega Millions,Main Numbers Only,9 10 34 37 73,1,0.03450655624568668
Mega Millions,Main Numbers Only,4 39 46 47 70,1,0.03450655624568668
Mega Millions,Main Numbers Only,22 23 33 39 48,1,0.03450655624568668
Mega Millions,Main Numbers Only,12 13 27 48 50,1,0.03450655624568668
Mega Millions,Main Numbers Only,25 26 37 39 49,1,0.03450655624568668
Mega Millions,Main Numbers Only,16 29 31 39 52,1,0.03450655624568668
Mega Millions,Main Numbers Only,23 27 41 48 51,1,0.03450655624568668
Mega Millions,Main Numbers Only,29 47 65 69 70,1,0.03450655624568668
Mega Millions,Main Numbers Only,5 10 55 60 73,1,0.03450655624568668
Mega Millions,Main Numbers Only,3 7 25 68 71,1,0.03450655624568668
Mega Millions,Main Numbers Only,4 11 22 48 50,1,0.03450655624568668
Mega Millions,Main Numbers Only,8 10 18 29 33,1,0.03450655624568668
Mega Millions,Main Numbers Only,2 17 24 39 40,1,0.03450655624568668
Mega Millions,Main Numbers Only,6 7 10 26 32,1,0.03450655624568668
Mega Millions,Main Numbers Only,10 15 19 45 68,1,0.03450655624568668
Mega Millions,Main Numbers Only,8 9 32 42 59,1,0.03450655624568668
Mega Millions,Main Numbers Only,9 14 17 36 42,1,0.03450655624568668
Mega Millions,Main Numbers Only,3 12 27 39 47,1,0.03450655624568668
Mega Millions,Main Numbers Only,11 14 21 25 26,1,0.03450655624568668
Mega Millions,Main Numbers Only,13 36 39 50 51,1,0.03450655624568668
Mega Millions,Main Numbers Only,16 27 36 39 47,1,0.03450655624568668
Mega Millions,Main Numbers Only,13 19 21 39 40,1,0.03450655624568668
Mega Millions,Main Numbers Only,1 12 14 18 66,1,0.03450655624568668
Mega Millions,Main Numbers Only,2 8 14 20 31,1,0.03450655624568668
Mega Millions,Main Numbers Only,1 24 25 40 70,1,0.03450655624568668
Mega Millions,Main Numbers Only,7 11 59 62 63,1,0.03450655624568668
Mega Millions,Main Numbers Only,1 10 13 19 21,1,0.03450655624568668
Mega Millions,Main Numbers Only,10 23 39 41 45,1,0.03450655624568668
Mega Millions,Main Numbers Only,15 20 43 47 50,1,0.03450655624568668
Mega Millions,Main Numbers Only,6 13 14 17 41,1,0.03450655624568668
Mega Millions,Main Numbers Only,31 35 53 54 55,1,0.03450655624568668
Mega Millions,Main Numbers Only,19 34 35 38 49,1,0.03450655624568668
Mega Millions,Main Numbers Only,3 42 44 47 57,1,0.03450655624568668
Mega Millions,Main Numbers Only,14 18 27 31 42,1,0.03450655624568668
Mega Millions,Main Numbers Only,2 12 45 46 56,1,0.03450655624568668
Mega Millions,Main Numbers Only,15 26 27 38 39,1,0.03450655624568668
Mega Millions,Main Numbers Only,1 11 31 38 45,1,0.03450655624568668
Mega Millions,Main Numbers Only,4 10 13 22 49,1,0.03450655624568668
Mega Millions,Main Numbers Only,2 11 21 57 60,1,0.03450655624568668
Mega Millions,Main Numbers Only,5 13 31 43 53,1,0.03450655624568668
Mega Millions,Main Numbers Only,6 11 32 46 68,1,0.03450655624568668
Mega Millions,Main Numbers Only,2 6 12 31 48,1,0.03450655624568668
Mega Millions,Main Numbers Only,18 25 36 42 51,1,0.03450655624568668
